1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109
0,31,33,18,28,18,25,17,34,26,37,16,40,22,44,36,37,39,41,12,33,32,8,47,43,31,12,37,41,42,34,34,36,25,17,5,25,19,16,23,17,14,15,19,30,20,28,33,41,51,33,20,31,33,34,30,29,13,32,30,33,28,28,42,33,36,26,21,21,19,16,21,21,21,26,31,32,21,23,15,5,11,19,12,26,13,11,10,29,34,26,34,40,42,42,16,42,50,53,54,38,45,45,39,60,74,56,55,32,54
0,34,25,26,23,19,22,21,11,40,42,41,35,12,23,28,17,21,21,12,16,16,14,18,8,12,32,43,29,35,33,25,29,26,11,20,30,26,25,20,17,16,12,9,3,5,13,0,13,22,15,23,24,40,32,41,39,63,65,16,42,42
0,33,18,9
0,14,4
0,12,49,35,46,18,37,32,47,58,44,46,39,43,35,8,44,51,69,74,46,47,35,29,33,31,27,29,26,32,33,21,49,35,38,35,51,19,35,35,32,37,26,24,21,49,52,25,43,42,41,41,44,47,46,35,55,28,28,31,38,49,41,53,46,41,27,38,31,47,40,24,56,38,15,43,35,34,36,15,27,61,33,57,37,75,73,56,74,95
0,42,40,52,63,41,58,40,44,55,57,60,50,37,38,43,45,34,36,27,32,23,30,36,28,24,31,27,36,43,57,28,29,33,21,74,57,78,76,57
0,30,48
0,19
